Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2
130	fg3_m12	1	0.1	2	3.75	0.05	0.09	11.95	0.88	0.82	3.05	2.2	0.0	0.21
131	fg3_m12	1	0.1	3	2.13	0.03	0.07	8.93	0.8	0.28	8.39	18.99	0.3	0.48
132	fg3_m12	1	0.1	4	2.63	0.03	0.1	8.7	0.81	0.21	1.95	7.12	1.36	0.77
133	fg3_m12	1	0.1	5	1.22	0.02	0.06	12.53	0.79	0.39	5.85	8.15	0.0	0.21
134	fg3_m12	1	0.1	6	1.3	0.06	0.1	10.39	0.89	0.84	2.11	4.8	0.43	0.77
135	fg3_m12	1	0.2	0	0.79	0.03	0.08	7.44	0.61	0.14	3.54	11.88	0.68	0.88
136	fg3_m12	1	0.2	1	2.2	0.05	0.09	19.09	0.89	0.85	4.85	2.19	0.3	0.48
137	fg3_m12	1	0.2	2	0.51	0.05	0.07	11.18	0.89	0.82	4.09	3.04	0.3	0.21
138	fg3_m12	1	0.2	3	4.15	0.04	0.09	14.73	0.82	0.29	3.64	8.56	1.55	0.48
139	fg3_m12	1	0.2	4	2.34	0.03	0.09	8.6	0.83	0.2	2.99	8.76	0.91	0.64
140	fg3_m12	1	0.2	5	1.53	0.03	0.07	11.97	0.79	0.39	1.71	6.97	0.68	0.48
141	fg3_m12	1	0.2	6	3.86	0.03	0.07	8.4	0.9	0.84	0.79	3.36	0.68	1.07
142	fg3_m12	1	0.29	0	6.66	0.03	0.08	7.8	0.59	0.12	4.48	15.78	0.61	0.64
143	fg3_m12	1	0.29	1	6.22	0.08	0.09	10.81	0.86	0.85	3.9	1.56	0.68	0.48
144	fg3_m12	1	0.29	2	1.62	0.04	0.08	12.91	0.89	0.8	4.6	3.03	0.3	0.21
145	fg3_m12	1	0.29	3	2.7	0.03	0.1	9.11	0.86	0.29	8.54	12.14	1.52	0.21
146	fg3_m12	1	0.29	4	0.61	0.04	0.1	8.33	0.86	0.19	2.83	6.11	1.25	0.88
147	fg3_m12	1	0.29	5	1.89	0.03	0.07	12.29	0.79	0.4	3.09	10.29	0.61	0.21
148	fg3_m12	1	0.39	0	18.83	0.03	0.07	7.39	0.62	0.29	9.63	17.86	0.3	0.21
149	fg3_m12	1	0.39	1	10.55	0.05	0.08	17.05	0.92	0.38	2.74	5.18	1.52	0.21
150	fg3_m12	1	0.39	2	16.26	0.04	0.11	17.07	0.79	0.71	2.08	5.07	0.61	2.4
151	fg3_m12	1	0.39	3	8.62	0.03	0.09	9.5	0.93	0.4	25.91	56.41	1.92	0.21
152	fg3_m12	1	0.39	4	19.49	0.03	0.1	10.05	0.81	0.08	3.06	9.05	0.68	0.48
153	fg3_m12	1	0.39	5	3.52	0.02	0.07	12.66	0.8	0.31	10.5	30.88	1.21	0.48
154	fg3_m12	1	0.59	0	79.75	0.04	0.07	10.97	0.35	0.5	2.18	2.3	0.3	0.64
155	fg3_m12	1	0.59	2	2.45	0.04	0.08	17.86	0.72	0.69	18.0	24.87	0.61	0.21
156	fg3_m12	1	0.59	3	21.1	0.05	0.06	13.4	0.67	0.58	2.81	8.5	0.43	0.48
157	fg3_m12	1	0.59	4	74.63	0.07	0.06	14.86	0.43	0.52	24.81	53.32	0.43	0.88
158	fg3_m12	1	0.59	5	23.43	0.05	0.05	19.29	0.65	0.6	23.06	40.25	0.43	0.48
159	fg3_m12	1	0.59	6	5.79	0.04	0.07	13.24	0.74	0.72	5.51	16.32	1.25	0.48
160	fg3_m12	1	0.78	0	18.5	0.07	0.1	10.53	0.32	0.06	12.74	15.47	0.0	0.48
161	fg3_m12	1	0.78	1	10.33	0.03	0.03	11.27	0.64	0.63	2.91	3.47	0.3	1.07
162	fg3_m12	1	0.78	2	2.11	0.03	0.05	20.42	0.55	0.49	6.6	4.96	0.3	0.21
163	fg3_m12	1	0.78	3	0.97	0.04	0.05	11.85	0.45	0.41	2.65	3.99	0.3	0.48
164	fg3_m12	1	0.78	5	0.27	0.03	0.05	8.39	0.61	0.44	4.25	7.67	0.68	0.77
165	fg3_m12	1	0.78	6	2.36	0.02	0.04	9.29	0.67	0.67	17.78	20.12	0.3	0.64
166	fg3_m12	1	0.98	0	1.23	0.03	0.04	9.63	0.35	0.14	3.5	5.63	0.43	0.88
167	fg3_m12	1	0.98	1	0.53	0.03	0.05	10.46	0.72	0.66	4.19	7.0	0.3	0.48
168	fg3_m12	1	0.98	2	0.99	0.03	0.05	14.97	0.64	0.45	20.54	28.87	0.3	0.48
169	fg3_m12	1	0.98	5	2.94	0.03	0.07	9.12	0.6	0.48	13.96	22.43	0.0	0.21
170	fg3_m12	1	0.98	6	0.15	0.03	0.04	8.48	0.72	0.66	3.73	4.6	0.43	0.48
171	fg3_m12	1	1.17	1	4.9	0.03	0.06	13.28	0.64	0.56	11.97	18.3	0.3	0.64
172	fg3_m12	1	1.17	2	0.43	0.03	0.05	14.97	0.61	0.43	11.93	18.73	0.3	0.21
173	fg3_m12	1	1.17	5	0.3	0.04	0.07	15.66	0.59	0.45	9.46	16.66	0.43	0.77
174	fg3_m12	1	1.17	6	5.07	0.03	0.05	11.41	0.72	0.68	1.06	1.61	0.0	0.48
175	fg3_m12	1	1.37	1	9.19	0.03	0.05	12.14	0.64	0.6	14.15	23.27	0.0	0.21
176	fg3_m12	1	1.37	2	0.18	0.03	0.04	20.99	0.52	0.35	5.27	5.34	0.3	0.21
177	fg3_m12	1	1.37	3	7.31	0.03	0.08	11.41	0.43	0.25	2.16	4.36	0.3	0.48
178	fg3_m12	1	1.37	4	13.93	0.05	0.06	7.77	0.24	0.05	1.47	1.41	0.0	0.48
179	fg3_m12	1	1.37	5	0.29	0.03	0.05	8.08	0.51	0.47	19.68	22.8	0.61	1.07
180	fg3_m12	1	1.37	6	1.43	0.03	0.05	9.88	0.72	0.69	14.05	16.67	0.3	0.64
181	fg3_m12	1	1.56	0	9.11	0.03	0.05	11.0	0.34	0.09	7.45	16.18	0.3	0.48
182	fg3_m12	1	1.56	1	0.98	0.03	0.06	11.21	0.62	0.52	10.74	19.93	0.3	0.21
183	fg3_m12	1	1.56	2	0.21	0.02	0.05	15.13	0.62	0.4	13.8	23.07	0.3	0.48
184	fg3_m12	1	1.56	3	0.55	0.04	0.07	10.77	0.46	0.27	4.29	5.63	0.0	0.48
185	fg3_m12	1	1.56	5	4.11	0.02	0.03	6.92	0.64	0.56	13.0	18.6	0.3	0.77
186	fg3_m12	1	1.56	6	0.25	0.02	0.04	10.36	0.72	0.68	1.55	1.59	0.43	0.64
0	fg3_m12_iso0.5_rotated	0	0.05	0	2.68	0.03	0.08	8.89	0.75	0.29	4.62	12.73	0.3	0.48
1	fg3_m12_iso0.5_rotated	0	0.05	1	3.1	0.03	0.08	10.09	0.81	0.5	2.92	8.6	0.3	0.48
2	fg3_m12_iso0.5_rotated	0	0.05	2	35.7	0.05	0.05	17.45	0.8	0.49	9.22	21.72	0.3	0.48
3	fg3_m12_iso0.5_rotated	0	0.05	3	3.06	0.02	0.06	6.66	0.85	0.5	2.02	8.43	0.43	0.21
4	fg3_m12_iso0.5_rotated	0	0.05	4	9.59	0.11	0.09	6.68	0.35	0.02	15.49	18.09	0.0	0.48
5	fg3_m12_iso0.5_rotated	0	0.05	5	80.1	0.12	0.08	6.33	0.34	0.01	23.71	24.74	0.3	0.77
6	fg3_m12_iso0.5_rotated	0	0.05	6	20.5	0.13	0.05	6.92	0.34	0.03	20.86	38.97	0.68	0.48
7	fg3_m12_iso0.5_rotated	0	0.1	0	4.81	0.04	0.07	10.36	0.75	0.27	8.92	26.49	0.43	0.48
8	fg3_m12_iso0.5_rotated	0	0.1	1	2.34	0.02	0.05	6.03	0.81	0.49	2.2	7.36	0.0	0.48
9	fg3_m12_iso0.5_rotated	0	0.1	2	3.8	0.02	0.05	7.27	0.82	0.5	4.93	8.24	0.43	0.21
10	fg3_m12_iso0.5_rotated	0	0.1	3	2.72	0.03	0.05	10.02	0.82	0.51	10.21	26.01	0.3	0.21
11	fg3_m12_iso0.5_rotated	0	0.1	4	87.18	0.1	0.08	6.01	0.36	0.01	11.99	18.72	0.61	0.48
12	fg3_m12_iso0.5_rotated	0	0.1	5	7.46	0.16	0.11	6.52	0.39	0.03	29.08	40.87	0.68	0.48
13	fg3_m12_iso0.5_rotated	0	0.1	6	10.06	0.13	0.09	7.14	0.34	0.04	18.24	25.27	0.43	0.88
14	fg3_m12_iso0.5_rotated	0	0.29	0	4.27	0.03	0.07	9.08	0.77	0.3	1.42	5.46	0.68	1.07
15	fg3_m12_iso0.5_rotated	0	0.29	1	3.85	0.04	0.06	11.81	0.83	0.51	2.63	8.64	0.3	0.21
16	fg3_m12_iso0.5_rotated	0	0.29	2	9.99	0.06	0.08	12.98	0.81	0.51	21.44	43.73	0.96	0.88
17	fg3_m12_iso0.5_rotated	0	0.29	3	2.73	0.03	0.06	6.44	0.82	0.48	9.76	21.06	0.0	0.21
18	fg3_m12_iso0.5_rotated	0	0.29	4	31.7	0.09	0.09	6.85	0.38	0.08	17.92	24.23	0.61	0.88
19	fg3_m12_iso0.5_rotated	0	0.29	5	18.09	0.12	0.11	6.19	0.35	0.06	23.36	42.07	0.3	1.07
20	fg3_m12_iso0.5_rotated	0	0.29	6	89.9	0.1	0.09	5.96	0.38	0.05	16.56	25.26	0.43	0.21
21	fg3_m12_iso0.5_rotated	0	0.49	0	5.68	0.07	0.07	11.08	0.76	0.25	4.32	7.09	0.96	0.21
22	fg3_m12_iso0.5_rotated	0	0.49	1	6.38	0.06	0.06	13.56	0.81	0.49	11.7	5.17	1.21	0.48
23	fg3_m12_iso0.5_rotated	0	0.49	2	2.31	0.06	0.06	11.79	0.81	0.5	3.56	7.78	0.68	0.77
24	fg3_m12_iso0.5_rotated	0	0.49	3	7.38	0.03	0.06	12.35	0.82	0.52	7.46	20.24	0.3	0.48
25	fg3_m12_iso0.5_rotated	0	0.49	4	79.27	0.12	0.08	7.83	0.38	0.06	30.56	35.23	0.91	1.16
26	fg3_m12_iso0.5_rotated	0	0.49	5	49.3	0.14	0.08	5.5	0.35	0.08	38.01	40.14	1.09	1.07
27	fg3_m12_iso0.5_rotated	0	0.49	6	1.93	0.11	0.1	5.53	0.4	0.09	19.61	31.64	0.86	0.88
28	fg3_m12_iso0.5_rotated	0	1.96	0	2.34	0.03	0.06	14.06	0.73	0.27	7.54	19.39	0.43	0.64
29	fg3_m12_iso0.5_rotated	0	1.96	1	2.85	0.02	0.04	10.49	0.79	0.49	3.04	7.45	0.0	0.48
30	fg3_m12_iso0.5_rotated	0	1.96	2	6.98	0.03	0.06	10.57	0.78	0.47	11.07	9.02	0.3	0.21
31	fg3_m12_iso0.5_rotated	0	1.96	3	0.41	0.03	0.04	9.27	0.77	0.45	11.65	27.13	0.3	0.64
32	fg3_m12_iso0.5_rotated	0	1.96	6	35.4	0.1	0.06	6.84	0.28	0.07	13.82	17.8	0.0	0.64
0	fg3_m12_iso1_rotated	0	0.05	0	1.34	0.02	0.05	9.11	0.75	0.27	6.86	19.03	0.43	0.64
1	fg3_m12_iso1_rotated	0	0.05	1	1.47	0.02	0.05	7.99	0.84	0.5	7.41	16.22	0.43	0.48
2	fg3_m12_iso1_rotated	0	0.05	2	1.03	0.02	0.05	9.19	0.85	0.51	9.01	30.53	0.43	0.21
3	fg3_m12_iso1_rotated	0	0.05	3	1.71	0.02	0.04	6.78	0.85	0.51	1.27	7.78	0.43	0.21
4	fg3_m12_iso1_rotated	0	0.05	4	27.1	0.1	0.05	6.85	0.28	0.01	10.85	16.05	0.68	1.16
5	fg3_m12_iso1_rotated	0	0.05	5	1.98	0.1	0.07	7.18	0.29	0.03	10.48	22.09	0.68	0.88
6	fg3_m12_iso1_rotated	0	0.05	6	13.35	0.16	0.07	7.74	0.28	0.02	16.58	24.5	0.68	1.07
7	fg3_m12_iso1_rotated	0	0.1	0	1.09	0.03	0.04	10.17	0.76	0.28	6.6	21.08	0.3	0.64
8	fg3_m12_iso1_rotated	0	0.1	1	1.51	0.02	0.04	9.32	0.85	0.5	7.29	20.21	1.25	1.07
9	fg3_m12_iso1_rotated	0	0.1	2	44.8	0.09	0.05	24.54	0.85	0.51	12.84	33.0	0.61	0.77
10	fg3_m12_iso1_rotated	0	0.1	3	1.23	0.02	0.04	10.87	0.81	0.51	7.92	20.26	0.61	1.07
11	fg3_m12_iso1_rotated	0	0.1	4	22.19	0.07	0.05	6.13	0.32	0.01	10.59	20.0	0.3	0.77
12	fg3_m12_iso1_rotated	0	0.1	5	41.9	0.11	0.06	8.02	0.3	0.03	13.2	24.12	0.0	0.64
13	fg3_m12_iso1_rotated	0	0.1	6	20.32	0.08	0.05	6.53	0.31	0.02	9.54	13.01	0.0	0.48
14	fg3_m12_iso1_rotated	0	0.2	0	1.26	0.03	0.05	9.43	0.77	0.28	4.17	19.18	0.3	0.77
15	fg3_m12_iso1_rotated	0	0.2	1	8.05	0.03	0.04	14.52	0.86	0.49	1.23	8.91	0.43	0.48
16	fg3_m12_iso1_rotated	0	0.2	2	1.37	0.02	0.04	9.65	0.86	0.51	7.24	22.87	0.3	0.48
17	fg3_m12_iso1_rotated	0	0.2	3	8.83	0.04	0.06	15.52	0.85	0.51	11.07	34.56	1.09	1.44
18	fg3_m12_iso1_rotated	0	0.2	4	49.22	0.08	0.06	6.82	0.31	0.0	9.05	21.8	0.3	0.77
19	fg3_m12_iso1_rotated	0	0.2	5	25.51	0.08	0.06	6.09	0.33	0.02	13.4	21.5	0.3	0.48
20	fg3_m12_iso1_rotated	0	0.2	6	26.8	0.06	0.06	6.3	0.33	0.03	18.45	31.35	0.3	1.16
21	fg3_m12_iso1_rotated	0	0.29	0	2.45	0.04	0.05	10.59	0.78	0.28	4.1	17.63	0.86	0.21
22	fg3_m12_iso1_rotated	0	0.29	1	0.04	0.02	0.04	9.42	0.86	0.5	8.47	28.77	0.43	0.48
23	fg3_m12_iso1_rotated	0	0.29	2	1.9	0.02	0.04	10.15	0.83	0.51	5.82	10.31	0.0	0.64
24	fg3_m12_iso1_rotated	0	0.29	3	8.05	0.03	0.04	15.68	0.86	0.51	7.52	22.33	0.43	0.21
25	fg3_m12_iso1_rotated	0	0.29	4	44.18	0.08	0.06	5.77	0.33	0.02	12.47	23.9	0.3	0.77
26	fg3_m12_iso1_rotated	0	0.39	0	3.36	0.02	0.05	9.22	0.78	0.29	5.19	13.39	0.3	0.48
27	fg3_m12_iso1_rotated	0	0.39	1	1.46	0.02	0.04	9.08	0.86	0.51	3.21	17.06	0.3	0.48
28	fg3_m12_iso1_rotated	0	0.39	2	8.6	0.02	0.04	13.46	0.86	0.52	1.74	9.81	0.3	0.48
29	fg3_m12_iso1_rotated	0	0.39	3	8.9	0.04	0.04	16.84	0.83	0.5	8.64	10.89	0.0	0.48
30	fg3_m12_iso1_rotated	0	0.39	4	8.1	0.1	0.07	5.82	0.33	0.03	17.48	26.43	0.0	1.07
31	fg3_m12_iso1_rotated	0	0.39	5	10.53	0.1	0.07	6.56	0.36	0.03	18.64	42.43	0.3	0.21
32	fg3_m12_iso1_rotated	0	0.39	6	75.85	0.07	0.06	5.92	0.34	0.01	14.8	22.88	0.43	0.64
33	fg3_m12_iso1_rotated	0	0.49	0	4.03	0.03	0.04	9.9	0.78	0.29	6.93	31.06	0.43	0.77
34	fg3_m12_iso1_rotated	0	0.49	1	0.48	0.02	0.05	10.23	0.83	0.51	2.97	14.71	0.3	0.48
35	fg3_m12_iso1_rotated	0	0.49	2	0.91	0.02	0.04	10.67	0.83	0.5	6.14	16.5	0.3	0.21
36	fg3_m12_iso1_rotated	0	0.49	3	1.81	0.03	0.05	10.82	0.83	0.51	2.91	14.88	0.3	0.48
37	fg3_m12_iso1_rotated	0	0.49	4	4.94	0.08	0.08	6.07	0.34	0.02	10.49	21.19	0.0	0.48
38	fg3_m12_iso1_rotated	0	0.49	5	57.62	0.06	0.06	5.56	0.34	0.01	15.64	31.57	0.43	0.48
39	fg3_m12_iso1_rotated	0	0.49	6	17.16	0.08	0.06	6.57	0.37	0.03	19.44	43.12	0.43	0.88
40	fg3_m12_iso1_rotated	0	0.59	0	7.83	0.04	0.05	14.75	0.79	0.29	6.92	29.95	0.43	0.77
41	fg3_m12_iso1_rotated	0	0.59	1	8.3	0.04	0.04	15.47	0.83	0.5	4.07	18.97	0.43	0.48
42	fg3_m12_iso1_rotated	0	0.59	2	0.25	0.02	0.04	10.22	0.86	0.52	3.72	20.88	0.0	0.21
43	fg3_m12_iso1_rotated	0	0.59	3	27.68	0.05	0.03	22.53	0.83	0.5	2.77	15.76	0.68	0.88
44	fg3_m12_iso1_rotated	0	0.59	4	30.78	0.08	0.05	5.41	0.32	0.03	16.48	38.33	0.43	0.48
45	fg3_m12_iso1_rotated	0	0.59	5	8.17	0.07	0.07	6.61	0.34	0.03	12.23	19.31	0.3	0.64
46	fg3_m12_iso1_rotated	0	0.59	6	33.6	0.08	0.06	5.78	0.35	0.01	17.02	31.32	0.43	0.48
47	fg3_m12_iso1_rotated	0	0.98	0	3.8	0.02	0.04	9.1	0.78	0.29	4.44	10.3	0.3	0.77
48	fg3_m12_iso1_rotated	0	0.98	1	2.89	0.04	0.05	17.72	0.82	0.5	4.74	23.16	0.68	1.56
49	fg3_m12_iso1_rotated	0	0.98	2	0.44	0.02	0.03	9.91	0.83	0.51	4.04	17.89	0.0	0.48
50	fg3_m12_iso1_rotated	0	0.98	3	0.92	0.03	0.04	10.59	0.83	0.5	2.45	13.07	0.43	0.64
51	fg3_m12_iso1_rotated	0	0.98	4	35.1	0.06	0.05	5.58	0.33	0.04	9.83	16.57	0.3	0.64
52	fg3_m12_iso1_rotated	0	0.98	5	8.08	0.06	0.05	5.14	0.34	0.04	7.54	16.71	0.3	0.77
53	fg3_m12_iso1_rotated	0	0.98	6	68.92	0.07	0.05	5.57	0.35	0.01	14.11	28.55	0.0	0.77
54	fg3_m12_iso1_rotated	0	1.96	0	7.63	0.03	0.04	8.67	0.77	0.33	4.85	31.58	0.3	0.77
55	fg3_m12_iso1_rotated	0	1.96	1	0.95	0.02	0.03	16.69	0.81	0.53	3.29	14.69	1.25	1.68
56	fg3_m12_iso1_rotated	0	1.96	2	1.78	0.02	0.04	10.39	0.8	0.47	2.64	13.33	0.91	0.64
57	fg3_m12_iso1_rotated	0	1.96	3	4.36	0.05	0.06	16.56	0.85	0.51	12.13	42.5	0.68	0.48
58	fg3_m12_iso1_rotated	0	1.96	4	83.73	0.12	0.06	7.47	0.32	0.15	17.86	33.48	0.0	0.88
59	fg3_m12_iso1_rotated	0	1.96	5	86.7	0.07	0.05	5.69	0.31	0.13	5.57	12.59	0.3	0.21
60	fg3_m12_iso1_rotated	0	1.96	6	33.74	0.06	0.05	4.89	0.33	0.15	7.72	17.59	0.0	1.16
