Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2
20	fg1_m13	1	0.49	6	23.13	0.04	0.07	18.87	0.79	0.75	5.83	7.41	0.43	0.21
21	fg1_m13	1	0.59	0	73.3	0.23	0.12	13.82	0.4	0.71	37.68	68.33	0.68	1.68
22	fg1_m13	1	0.59	1	12.18	0.05	0.07	14.94	0.72	0.81	11.91	10.36	0.43	0.48
23	fg1_m13	1	0.59	3	20.0	0.05	0.06	10.23	0.7	0.77	2.76	7.33	0.96	0.48
24	fg1_m13	1	0.59	5	59.76	0.08	0.05	21.67	0.52	0.31	25.42	32.3	0.43	1.07
25	fg1_m13	1	0.59	6	7.79	0.03	0.04	10.61	0.76	0.83	2.23	3.96	1.36	0.48
26	fg1_m13	1	0.68	0	49.42	0.07	0.04	9.29	0.45	0.59	3.4	6.25	0.3	0.88
27	fg1_m13	1	0.68	1	2.9	0.04	0.03	6.97	0.67	0.79	2.58	9.42	0.61	0.88
28	fg1_m13	1	0.68	2	18.49	0.05	0.04	15.62	0.74	0.66	1.66	2.64	0.3	0.64
29	fg1_m13	1	0.68	4	4.47	0.07	0.06	7.91	0.52	0.66	6.48	16.29	0.61	0.64
30	fg1_m13	1	0.68	5	12.52	0.07	0.05	19.35	0.66	0.68	4.69	7.03	0.68	1.07
31	fg1_m13	1	0.68	6	5.5	0.05	0.05	13.14	0.59	0.57	5.94	9.77	0.68	0.21
32	fg1_m13	1	0.88	0	14.56	0.05	0.04	5.88	0.24	0.33	8.05	7.36	0.3	0.48
33	fg1_m13	1	0.88	1	6.9	0.03	0.06	8.4	0.7	0.69	14.56	31.07	0.0	0.48
34	fg1_m13	1	0.88	2	10.31	0.03	0.04	17.48	0.44	0.37	5.6	7.2	0.3	0.21
35	fg1_m13	1	0.88	3	31.02	0.03	0.04	10.49	0.37	0.24	3.89	4.66	0.3	0.48
36	fg1_m13	1	0.88	4	31.89	0.04	0.04	5.89	0.24	0.3	3.09	3.57	0.3	0.48
37	fg1_m13	1	0.88	5	17.1	0.03	0.04	14.25	0.41	0.45	6.03	5.76	0.3	0.48
38	fg1_m13	1	0.88	6	10.6	0.02	0.03	8.88	0.59	0.65	15.25	19.53	0.43	0.21
39	fg1_m13	1	1.17	0	49.08	0.05	0.05	6.97	0.24	0.26	15.78	15.18	0.0	0.48
40	fg1_m13	1	1.17	2	15.29	0.03	0.04	6.09	0.57	0.55	8.42	14.79	0.3	0.48
41	fg1_m13	1	1.17	3	35.12	0.04	0.05	9.71	0.34	0.14	4.45	5.32	0.3	0.48
42	fg1_m13	1	1.17	4	7.05	0.08	0.06	6.11	0.21	0.32	6.96	7.05	0.61	0.88
43	fg1_m13	1	1.17	6	4.43	0.02	0.04	9.44	0.59	0.57	13.3	15.82	0.3	0.48
44	fg1_m13	1	1.27	0	44.73	0.05	0.07	8.02	0.26	0.27	11.96	18.14	0.0	0.77
45	fg1_m13	1	1.27	1	14.45	0.04	0.07	7.3	0.58	0.56	25.32	28.62	0.0	0.48
46	fg1_m13	1	1.27	3	3.63	0.03	0.03	8.0	0.34	0.46	0.86	1.13	0.43	0.64
47	fg1_m13	1	1.27	4	86.13	0.05	0.06	7.05	0.22	0.21	4.55	3.82	0.0	0.48
48	fg1_m13	1	1.27	5	21.31	0.04	0.04	18.53	0.42	0.33	7.12	10.38	0.3	0.48
49	fg1_m13	1	1.37	0	31.29	0.06	0.05	6.89	0.23	0.37	4.33	5.18	0.43	0.48
50	fg1_m13	1	1.37	2	25.71	0.03	0.04	15.84	0.42	0.44	5.5	7.19	0.0	0.21
51	fg1_m13	1	1.37	3	67.51	0.03	0.04	10.84	0.36	0.1	5.26	6.71	0.0	0.48
52	fg1_m13	1	1.37	4	13.44	0.05	0.03	5.15	0.21	0.36	5.31	4.66	0.0	0.48
53	fg1_m13	1	1.37	6	12.33	0.03	0.03	10.23	0.45	0.58	3.34	3.64	0.3	0.48
54	fg1_m13	1	1.42	0	36.2	0.04	0.06	7.02	0.25	0.33	6.2	15.48	0.3	0.48
55	fg1_m13	1	1.42	2	23.08	0.03	0.04	16.68	0.43	0.39	5.57	4.75	0.3	0.21
56	fg1_m13	1	1.42	3	23.2	0.03	0.03	8.02	0.37	0.47	2.71	4.86	0.3	0.48
57	fg1_m13	1	1.42	5	10.38	0.03	0.04	18.98	0.43	0.19	8.02	8.76	0.0	0.21
58	fg1_m13	1	1.42	6	1.87	0.03	0.03	6.35	0.74	0.73	3.28	1.98	0.0	0.48
59	fg1_m13	1	1.47	1	0.11	0.03	0.06	12.2	0.58	0.46	9.82	16.08	0.3	0.21
60	fg1_m13	1	1.47	2	7.14	0.02	0.04	7.91	0.65	0.61	0.86	0.7	0.3	0.48
61	fg1_m13	1	1.47	3	20.08	0.04	0.04	8.94	0.35	0.46	6.51	5.94	0.0	0.48
62	fg1_m13	1	1.47	6	20.1	0.04	0.06	10.32	0.57	0.65	1.72	1.78	0.61	0.48
63	fg1_m13	1	1.52	0	41.27	0.04	0.04	6.62	0.27	0.24	1.75	2.17	0.43	0.48
64	fg1_m13	1	1.52	1	11.14	0.02	0.04	9.17	0.7	0.64	3.16	5.88	0.0	0.48
65	fg1_m13	1	1.52	2	11.4	0.04	0.06	15.88	0.42	0.51	3.64	4.3	0.3	0.21
66	fg1_m13	1	1.52	3	29.26	0.03	0.04	10.95	0.37	0.18	3.1	3.64	0.0	0.48
67	fg1_m13	1	1.52	4	15.8	0.05	0.04	6.06	0.2	0.28	5.01	7.02	0.0	0.48
68	fg1_m13	1	1.52	5	5.32	0.03	0.04	11.61	0.56	0.57	5.89	7.06	0.43	0.48
69	fg1_m13	1	1.52	6	1.7	0.03	0.04	8.09	0.6	0.52	3.48	4.47	0.68	0.21
70	fg1_m13	1	1.66	1	0.54	0.05	0.05	9.78	0.45	0.56	28.93	15.53	0.43	0.48
71	fg1_m13	1	1.66	2	5.42	0.03	0.04	12.42	0.58	0.51	3.08	4.82	0.3	0.21
72	fg1_m13	1	1.66	3	22.1	0.04	0.04	9.55	0.37	0.29	1.76	1.83	0.3	0.48
73	fg1_m13	1	1.66	4	39.26	0.06	0.03	7.0	0.21	0.2	14.41	13.84	0.3	0.48
74	fg1_m13	1	1.66	5	3.59	0.03	0.03	13.02	0.57	0.53	2.65	3.6	0.0	0.21
75	fg1_m13	1	1.66	6	5.71	0.02	0.03	5.33	0.58	0.59	0.81	0.82	0.3	0.48
76	fg1_m13	1	1.71	0	12.19	0.05	0.02	6.86	0.25	0.25	4.17	4.1	0.43	0.48
77	fg1_m13	1	1.71	1	2.15	0.02	0.04	9.01	0.7	0.64	0.79	6.36	0.3	0.48
78	fg1_m13	1	1.71	2	6.03	0.02	0.02	6.21	0.56	0.37	9.67	18.04	0.3	0.48
79	fg1_m13	1	1.71	3	11.95	0.03	0.05	9.96	0.38	0.22	1.33	1.72	0.3	0.48
80	fg1_m13	1	1.71	4	14.71	0.07	0.04	9.76	0.22	0.21	16.68	11.76	0.3	0.88
81	fg1_m13	1	1.71	5	9.42	0.03	0.04	9.02	0.57	0.46	10.02	9.21	0.0	0.48
82	fg1_m13	1	1.71	6	4.16	0.02	0.04	9.38	0.61	0.64	2.15	1.61	0.3	0.48
83	fg1_m13	1	1.76	0	22.9	0.06	0.06	7.6	0.26	0.2	8.1	15.83	0.3	0.77
84	fg1_m13	1	1.76	1	5.55	0.03	0.04	9.82	0.6	0.58	18.37	39.29	0.0	0.48
85	fg1_m13	1	1.76	2	11.43	0.03	0.05	15.04	0.43	0.42	8.38	8.47	0.0	0.21
86	fg1_m13	1	1.76	5	1.87	0.04	0.06	17.54	0.44	0.38	3.45	3.06	0.3	0.21
87	fg1_m13	1	1.76	6	2.67	0.03	0.04	8.3	0.61	0.66	3.88	3.24	0.0	0.64
88	fg1_m13	1	1.81	0	60.02	0.05	0.03	7.38	0.25	0.09	4.54	5.27	0.3	0.64
89	fg1_m13	1	1.81	1	2.64	0.03	0.05	10.44	0.56	0.49	16.91	45.17	0.3	1.07
90	fg1_m13	1	1.81	2	4.8	0.03	0.03	5.59	0.57	0.51	3.13	5.32	0.0	0.48
91	fg1_m13	1	1.81	3	9.24	0.04	0.04	8.9	0.4	0.39	1.89	1.79	0.3	0.48
92	fg1_m13	1	1.81	4	68.52	0.05	0.04	6.19	0.2	0.11	5.73	7.49	0.0	0.48
93	fg1_m13	1	1.81	5	9.42	0.04	0.04	14.01	0.43	0.49	3.61	3.64	0.0	0.21
94	fg1_m13	1	1.81	6	6.1	0.03	0.03	9.43	0.6	0.65	3.97	3.32	0.3	0.77
95	fg1_m13	1	1.86	0	36.68	0.04	0.04	7.32	0.26	0.19	6.62	6.93	0.3	0.77
96	fg1_m13	1	1.86	2	10.54	0.03	0.03	5.33	0.57	0.48	3.62	7.33	0.0	0.48
97	fg1_m13	1	1.86	3	16.52	0.03	0.04	9.67	0.4	0.22	1.09	1.48	0.3	0.48
98	fg1_m13	1	1.86	4	13.5	0.04	0.05	5.21	0.2	0.21	5.28	7.87	0.3	0.48
99	fg1_m13	1	1.91	0	1.96	0.07	0.04	7.83	0.27	0.26	14.69	14.52	0.3	1.07
100	fg1_m13	1	1.91	2	1.27	0.03	0.04	16.22	0.43	0.33	4.97	5.75	0.0	0.21
101	fg1_m13	1	1.91	3	21.25	0.03	0.05	8.51	0.42	0.3	2.77	3.24	0.3	0.48
102	fg1_m13	1	1.91	4	22.32	0.07	0.03	5.9	0.21	0.2	2.86	2.44	0.0	0.48
103	fg1_m13	1	1.91	6	5.08	0.03	0.04	9.05	0.69	0.65	2.2	1.55	0.3	0.48
104	fg1_m13	1	1.96	3	2.46	0.03	0.04	8.57	0.44	0.42	1.24	1.45	0.3	0.64
105	fg1_m13	1	1.96	4	70.79	0.06	0.04	6.2	0.23	0.12	6.14	5.04	0.3	0.77
106	fg1_m13	1	1.96	6	4.35	0.04	0.05	7.17	0.68	0.68	1.81	1.15	0.0	0.21
107	fg1_m13	1	2.0	1	6.43	0.03	0.04	11.73	0.48	0.53	2.78	5.63	0.3	0.64
108	fg1_m13	1	2.0	2	2.23	0.03	0.04	11.8	0.57	0.52	4.25	5.73	0.43	0.21
109	fg1_m13	1	2.0	3	13.6	0.04	0.05	10.05	0.47	0.37	4.32	3.75	0.3	0.48
110	fg1_m13	1	2.0	4	45.18	0.05	0.04	5.75	0.21	0.17	13.99	19.22	0.43	0.48
111	fg1_m13	1	2.0	6	6.38	0.03	0.04	9.88	0.51	0.59	14.76	12.57	0.0	0.48
112	fg1_m13	1	2.05	0	13.45	0.05	0.03	6.68	0.27	0.27	5.19	12.23	0.3	0.48
113	fg1_m13	1	2.05	1	1.14	0.02	0.04	9.04	0.68	0.62	3.9	19.71	0.0	0.48
114	fg1_m13	1	2.05	2	12.07	0.03	0.04	16.53	0.44	0.37	3.31	4.11	0.3	0.21
115	fg1_m13	1	2.05	3	11.61	0.04	0.07	26.1	0.64	0.21	34.73	72.17	3.05	0.88
116	fg1_m13	1	2.05	4	6.1	0.08	0.05	5.73	0.24	0.24	2.48	2.14	0.3	0.48
117	fg1_m13	1	2.05	5	11.2	0.03	0.03	6.11	0.57	0.57	2.49	3.29	0.0	0.48
118	fg1_m13	1	2.05	6	5.6	0.02	0.04	9.66	0.59	0.59	12.34	10.41	0.96	0.48
119	fg1_m13	1	2.1	0	22.6	0.05	0.03	11.15	0.28	0.37	17.77	11.83	0.43	0.21
120	fg1_m13	1	2.1	1	23.31	0.05	0.05	22.93	0.5	0.61	13.29	21.8	0.68	0.64
121	fg1_m13	1	2.1	2	42.52	0.03	0.05	19.65	0.44	0.1	4.17	4.19	0.3	0.21
122	fg1_m13	1	2.1	3	51.57	0.1	0.09	29.34	0.54	0.48	8.88	9.25	0.68	0.48
123	fg1_m13	1	2.1	4	11.04	0.15	0.03	8.13	0.32	0.38	50.05	36.58	0.43	0.77
124	fg1_m13	1	2.1	5	13.65	0.06	0.04	17.94	0.53	0.46	16.09	10.27	0.0	0.48
125	fg1_m13	1	2.1	6	39.35	0.09	0.08	57.56	0.68	0.58	70.7	50.74	0.68	1.68
126	fg1_m13	1	2.15	0	33.93	0.05	0.03	8.81	0.24	0.14	14.18	14.22	0.3	0.48
127	fg1_m13	1	2.15	1	25.39	0.05	0.04	10.59	0.37	0.38	7.75	7.14	0.0	0.48
128	fg1_m13	1	2.15	2	25.2	0.04	0.04	12.09	0.35	0.35	10.45	7.51	0.0	0.21
129	fg1_m13	1	2.15	3	13.2	0.07	0.07	10.31	0.37	0.44	5.45	8.26	0.43	0.48
130	fg1_m13	1	2.15	4	46.12	0.14	0.05	8.39	0.13	0.16	22.74	21.36	0.3	0.48
131	fg1_m13	1	2.15	5	18.67	0.03	0.04	8.68	0.49	0.51	10.4	20.74	0.3	0.48
132	fg1_m13	1	2.15	6	3.11	0.04	0.04	7.88	0.56	0.62	3.81	3.29	0.43	0.48
133	fg1_m13	1	2.2	0	26.75	0.07	0.05	10.5	0.25	0.12	0.68	1.6	0.43	0.48
134	fg1_m13	1	2.2	1	5.46	0.06	0.03	10.78	0.36	0.31	20.43	25.84	0.0	0.48
135	fg1_m13	1	2.2	2	3.88	0.05	0.03	7.9	0.33	0.39	4.24	4.42	0.3	0.48
136	fg1_m13	1	2.2	3	17.24	0.06	0.03	8.59	0.31	0.39	6.01	5.53	0.0	0.48
137	fg1_m13	1	2.2	5	8.19	0.03	0.04	5.89	0.47	0.57	8.27	17.19	0.43	0.48
138	fg1_m13	1	2.2	6	4.16	0.05	0.02	8.86	0.38	0.57	5.44	5.51	0.3	0.48
139	fg1_m13	1	2.25	0	18.62	0.06	0.02	8.98	0.28	0.24	6.23	9.56	0.3	1.07
140	fg1_m13	1	2.25	1	17.3	0.05	0.04	17.02	0.48	0.4	7.01	12.16	0.3	0.48
141	fg1_m13	1	2.25	2	10.55	0.06	0.03	12.48	0.33	0.35	4.71	8.19	0.43	0.21
142	fg1_m13	1	2.25	3	22.92	0.04	0.04	8.6	0.32	0.24	4.88	4.95	0.3	0.48
143	fg1_m13	1	2.25	4	16.0	0.07	0.04	5.71	0.14	0.16	12.35	5.34	0.3	0.21
144	fg1_m13	1	2.25	5	1.93	0.04	0.02	6.62	0.47	0.6	11.34	24.57	0.0	0.48
145	fg1_m13	1	2.25	6	0.21	0.03	0.03	10.32	0.41	0.51	16.21	18.8	0.3	0.48
146	fg1_m13	1	2.3	0	4.67	0.05	0.03	8.04	0.27	0.24	5.0	12.58	0.3	0.48
147	fg1_m13	1	2.3	1	14.4	0.05	0.04	13.5	0.36	0.42	4.04	7.55	0.3	0.21
148	fg1_m13	1	2.3	2	3.79	0.05	0.04	14.17	0.35	0.29	3.31	3.66	0.0	0.21
149	fg1_m13	1	2.3	3	8.31	0.04	0.04	7.71	0.31	0.23	9.87	13.75	0.43	0.64
150	fg1_m13	1	2.3	4	11.86	0.09	0.02	5.18	0.14	0.12	21.25	18.81	0.0	0.48
151	fg1_m13	1	2.3	5	3.98	0.03	0.03	6.45	0.46	0.57	4.38	5.44	0.0	0.48
152	fg1_m13	1	2.3	6	0.7	0.05	0.03	8.67	0.49	0.55	9.09	11.6	0.3	0.21
153	fg1_m13	1	2.35	0	6.97	0.07	0.05	10.02	0.28	0.21	2.04	4.02	0.3	0.48
154	fg1_m13	1	2.35	1	10.01	0.04	0.04	9.44	0.33	0.39	13.11	17.93	0.61	0.77
155	fg1_m13	1	2.35	2	1.45	0.05	0.03	14.6	0.35	0.32	5.53	6.13	0.3	0.21
156	fg1_m13	1	2.35	3	2.34	0.05	0.04	7.39	0.31	0.29	15.44	13.56	0.3	0.48
157	fg1_m13	1	2.35	5	1.08	0.04	0.03	13.75	0.39	0.54	11.38	9.8	0.0	0.21
158	fg1_m13	1	2.35	6	2.15	0.03	0.02	6.16	0.46	0.56	7.77	11.24	0.3	0.48
159	fg1_m13	1	2.4	0	0.91	0.06	0.04	9.56	0.28	0.17	11.59	21.2	0.3	0.48
160	fg1_m13	1	2.4	1	7.09	0.04	0.03	10.18	0.33	0.35	2.56	5.03	0.0	0.48
161	fg1_m13	1	2.4	2	2.81	0.05	0.03	15.28	0.36	0.35	2.98	4.13	0.3	0.21
162	fg1_m13	1	2.4	3	1.8	0.05	0.04	8.63	0.3	0.3	9.08	9.08	0.3	0.48
163	fg1_m13	1	2.4	4	43.8	0.14	0.04	5.22	0.16	0.02	10.39	8.37	0.0	0.48
164	fg1_m13	1	2.4	5	4.83	0.03	0.03	13.37	0.39	0.56	4.91	5.01	0.0	0.21
165	fg1_m13	1	2.4	6	4.29	0.03	0.02	7.15	0.47	0.58	2.22	2.5	0.3	0.21
166	fg1_m13	1	2.44	0	6.9	0.07	0.05	15.66	0.29	0.19	15.0	23.33	0.0	0.64
167	fg1_m13	1	2.44	1	5.32	0.04	0.03	10.04	0.36	0.34	18.67	33.31	0.0	0.21
168	fg1_m13	1	2.44	2	3.91	0.03	0.02	5.69	0.35	0.37	5.43	6.58	0.3	0.48
169	fg1_m13	1	2.44	3	4.14	0.05	0.05	10.04	0.36	0.31	28.05	49.62	0.61	0.21
170	fg1_m13	1	2.44	4	4.74	0.23	0.04	8.01	0.17	0.07	20.78	22.53	0.43	0.21
171	fg1_m13	1	2.44	5	4.98	0.04	0.03	7.11	0.48	0.57	2.32	5.43	0.0	0.48
172	fg1_m13	1	2.44	6	1.21	0.04	0.04	12.57	0.58	0.58	8.27	13.87	0.3	0.48
173	fg1_m13	1	2.54	0	5.47	0.04	0.04	10.11	0.36	0.38	5.66	17.71	0.0	0.48
174	fg1_m13	1	2.54	1	14.41	0.04	0.03	8.8	0.3	0.37	18.76	20.03	0.0	0.21
175	fg1_m13	1	2.54	2	17.52	0.06	0.05	15.12	0.28	0.2	13.49	13.0	0.0	0.21
176	fg1_m13	1	2.54	4	68.4	0.31	0.04	5.2	0.09	0.13	61.65	73.92	0.3	0.21
177	fg1_m13	1	2.54	5	9.93	0.06	0.03	11.88	0.47	0.59	10.36	22.11	0.43	0.48
178	fg1_m13	1	2.54	6	9.41	0.08	0.03	12.85	0.41	0.58	24.75	34.9	0.91	1.68
179	fg1_m13	1	2.64	0	17.8	0.08	0.04	12.2	0.35	0.33	12.33	34.42	0.3	0.21
180	fg1_m13	1	2.64	1	8.95	0.13	0.03	19.14	0.34	0.35	17.62	45.81	0.3	0.64
181	fg1_m13	1	2.64	3	0.32	0.06	0.04	7.96	0.32	0.3	1.52	2.33	0.0	0.48
182	fg1_m13	1	2.64	4	59.5	0.14	0.04	6.18	0.1	0.09	44.66	27.16	0.3	0.48
183	fg1_m13	1	2.64	5	3.34	0.06	0.03	13.96	0.39	0.77	11.12	23.12	0.43	0.21
184	fg1_m13	1	2.64	6	2.02	0.06	0.03	11.15	0.37	0.56	5.67	8.37	0.3	0.21
185	fg1_m13	1	2.74	0	1.79	0.04	0.02	8.53	0.27	0.31	16.9	20.52	0.3	0.48
186	fg1_m13	1	2.74	1	3.44	0.06	0.02	9.82	0.29	0.35	9.99	10.15	0.68	1.07
187	fg1_m13	1	2.74	2	8.5	0.04	0.02	12.47	0.29	0.2	7.59	11.26	0.61	0.77
188	fg1_m13	1	2.74	3	3.47	0.04	0.02	7.95	0.28	0.28	1.39	2.91	0.3	0.64
189	fg1_m13	1	2.74	4	61.01	0.57	0.04	6.62	0.13	0.11	11.38	9.63	0.3	0.21
190	fg1_m13	1	2.74	5	3.02	0.05	0.02	6.08	0.33	0.58	7.75	7.04	0.0	0.48
191	fg1_m13	1	2.74	6	0.73	0.04	0.03	7.21	0.39	0.54	3.34	9.57	0.3	0.48
192	fg1_m13	1	2.83	0	0.34	0.05	0.02	9.2	0.26	0.33	11.23	15.25	0.0	0.48
193	fg1_m13	1	2.83	1	1.84	0.04	0.02	9.67	0.29	0.35	11.44	13.68	0.0	0.21
194	fg1_m13	1	2.83	2	8.35	0.04	0.02	11.91	0.27	0.2	5.47	7.02	0.3	0.48
195	fg1_m13	1	2.83	3	0.26	0.03	0.02	7.13	0.28	0.3	1.07	2.35	0.43	0.88
196	fg1_m13	1	2.83	4	30.3	0.13	0.02	4.42	0.12	0.12	24.02	18.64	0.3	0.21
197	fg1_m13	1	2.83	5	0.06	0.03	0.02	6.69	0.37	0.57	13.0	3.45	0.3	0.77
198	fg1_m13	1	2.83	6	0.05	0.04	0.02	7.43	0.37	0.56	6.31	12.76	0.3	0.48
199	fg1_m13	1	2.92	0	2.06	0.06	0.02	9.48	0.26	0.29	15.1	26.19	0.3	0.48
200	fg1_m13	1	2.92	1	5.92	0.05	0.02	9.45	0.27	0.32	9.53	12.5	0.61	1.07
201	fg1_m13	1	2.92	2	5.38	0.05	0.02	7.88	0.25	0.25	1.33	3.41	0.3	0.48
202	fg1_m13	1	2.92	3	5.51	0.03	0.02	8.16	0.28	0.34	2.75	5.66	0.43	0.88
203	fg1_m13	1	2.92	4	69.45	0.17	0.03	3.51	0.1	0.08	31.54	32.19	0.3	1.07
204	fg1_m13	1	2.92	5	1.13	0.04	0.02	7.45	0.36	0.57	11.18	18.28	0.0	0.48
205	fg1_m13	1	2.92	6	1.97	0.03	0.02	7.62	0.37	0.54	2.19	5.99	0.0	0.48
206	fg1_m13	1	3.02	0	0.65	0.06	0.02	10.24	0.27	0.28	19.52	22.22	0.3	0.48
207	fg1_m13	1	3.02	5	0.29	0.03	0.02	7.63	0.38	0.58	12.9	14.05	0.3	0.88
208	fg1_m13	1	3.02	6	1.76	0.03	0.03	7.78	0.37	0.57	2.08	5.11	0.3	0.48
209	fg1_m13	1	3.12	0	2.26	0.06	0.03	10.36	0.28	0.27	18.79	17.53	0.3	0.21
210	fg1_m13	1	3.12	1	2.15	0.05	0.03	10.48	0.31	0.31	14.97	4.45	0.3	0.21
211	fg1_m13	1	3.12	2	5.49	0.04	0.03	12.74	0.27	0.25	3.43	4.98	0.3	0.21
212	fg1_m13	1	3.12	3	0.9	0.04	0.02	8.24	0.29	0.36	4.17	3.51	0.3	0.48
213	fg1_m13	1	3.12	4	89.44	0.69	0.03	5.35	0.14	0.05	9.58	8.94	0.0	0.21
214	fg1_m13	1	3.12	5	0.13	0.02	0.02	5.11	0.36	0.57	12.21	27.52	0.43	0.77
215	fg1_m13	1	3.12	6	0.8	0.03	0.02	7.55	0.38	0.57	0.69	1.9	0.0	0.48
216	fg1_m13	1	3.22	0	46.44	0.07	0.04	14.34	0.28	0.29	12.67	9.7	0.0	0.48
217	fg1_m13	1	3.22	1	0.19	0.05	0.03	10.52	0.3	0.31	7.15	9.44	0.3	0.48
218	fg1_m13	1	3.22	2	4.52	0.05	0.03	11.7	0.27	0.24	4.21	4.0	0.3	0.21
219	fg1_m13	1	3.22	3	3.39	0.06	0.02	8.83	0.29	0.35	15.68	21.63	0.43	0.48
220	fg1_m13	1	3.22	4	88.1	0.48	0.02	10.05	0.13	0.06	29.26	16.9	0.0	0.21
221	fg1_m13	1	3.22	5	2.02	0.04	0.02	9.44	0.35	0.58	13.51	16.03	0.3	0.21
222	fg1_m13	1	3.22	6	0.52	0.05	0.03	7.0	0.38	0.56	13.34	25.42	0.0	0.48
223	fg1_m13	1	3.31	0	0.59	0.09	0.04	11.2	0.29	0.31	18.23	24.61	0.3	0.21
224	fg1_m13	1	3.31	1	0.31	0.05	0.03	9.86	0.3	0.33	10.36	14.41	0.61	1.07
225	fg1_m13	1	3.31	2	3.82	0.03	0.02	7.23	0.28	0.21	1.89	4.35	0.3	0.48
226	fg1_m13	1	3.31	4	69.98	0.28	0.03	3.81	0.15	0.07	18.93	25.09	0.43	0.48
227	fg1_m13	1	3.31	5	1.85	0.03	0.02	11.43	0.3	0.57	3.99	6.07	0.0	0.21
228	fg1_m13	1	3.31	6	0.96	0.04	0.02	7.42	0.38	0.56	2.0	4.93	0.0	0.64
229	fg1_m13	1	3.41	0	0.51	0.06	0.03	10.03	0.29	0.32	19.94	28.32	0.0	0.21
230	fg1_m13	1	3.41	1	1.18	0.05	0.03	10.24	0.3	0.35	22.61	30.09	0.61	1.07
231	fg1_m13	1	3.41	4	77.94	0.23	0.03	4.33	0.18	0.09	11.85	10.43	0.3	0.48
232	fg1_m13	1	3.41	5	0.75	0.04	0.02	10.24	0.38	0.57	12.14	14.63	0.0	0.21
233	fg1_m13	1	3.41	6	0.68	0.03	0.02	7.73	0.38	0.57	0.89	2.73	0.3	0.48
234	fg1_m13	1	8.38	0	2.51	0.04	0.02	7.4	0.34	0.19	2.42	4.31	0.61	0.48
235	fg1_m13	1	8.38	3	0.01	0.04	0.03	7.51	0.43	0.39	0.53	1.32	0.3	0.64
236	fg1_m13	1	8.38	4	59.07	0.48	0.02	8.99	0.18	0.03	2.1	4.07	0.0	0.77
237	fg1_m13	1	8.38	5	1.85	0.03	0.02	8.16	0.46	0.52	2.05	2.54	0.0	0.48
238	fg1_m13	1	8.38	6	0.98	0.03	0.02	8.13	0.47	0.49	1.69	3.55	0.0	0.48
0	fg1_m13_iso1_rotated	0	0.05	0	1.62	0.01	0.03	7.65	0.76	0.28	3.74	10.37	0.43	0.88
1	fg1_m13_iso1_rotated	0	0.05	1	1.6	0.01	0.03	7.85	0.86	0.5	6.47	21.21	0.43	0.64
2	fg1_m13_iso1_rotated	0	0.05	2	21.49	0.05	0.03	18.99	0.86	0.51	5.51	21.81	0.3	0.21
