Counter	Image	Merger	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	C	A	S	Sersic n	A_s
29	isolated_galaxies/m1_fg0.1/rot_45/broadband_020.fits	0	0.2	3	1	0	0	0.4828427394492439	-1.7143568807961977	2.7639547907086315	-0.030983970433162495	-0.005310130406544626	0.8469	0.04796229533055947
30	isolated_galaxies/m1_fg0.1/rot_45/broadband_030.fits	0	0.29	3	1	0	0	0.5142667927347889	-1.7805293888730833	2.8223352665631722	-0.046660154046287164	-0.003921699903003483	0.8707	0.05525517815540976
31	isolated_galaxies/m1_fg0.1/rot_45/broadband_040.fits	0	0.39	3	1	0	0	0.49263242153956643	-1.7203618131991483	2.751494255651296	-0.02201446936040105	0.0019285553739027193	0.8594	0.10386588950693806
32	isolated_galaxies/m1_fg0.1/rot_45/broadband_050.fits	0	0.49	3	1	0	0	0.48371700723018346	-1.736252033697538	2.810478331997819	-0.007134774054722225	0.004813100766841967	0.8764	0.08171334025525287
33	isolated_galaxies/m1_fg0.1/rot_45/broadband_060.fits	0	0.59	3	1	0	0	0.5092960668681551	-1.7284239530346233	2.8104442969089733	-0.04119252185468117	-0.009138548531028311	0.8572	0.08186961788376396
34	isolated_galaxies/m1_fg0.1/rot_45/broadband_100.fits	0	0.98	3	1	0	0	0.5153939997003166	-1.7759214083644164	2.793404557156713	-0.014350087766726421	0.007793267857073043	0.9482	0.10464161302485897
35	isolated_galaxies/m1_fg0.1/rot_45/broadband_200.fits	0	1.96	3	1	0	0	0.5376191280126031	-1.7844068307009402	3.1217192889078493	-0.023415560741573204	0.01940620768176024	1.943	0.09735251606898476
36	isolated_galaxies/m1_fg0.1/rot_45/broadband_005.fits	0	0.05	4	1	0	0	0.5259657659128463	-1.802577200849706	2.722618125816363	-0.0522428075262017	-0.05935661856920423	0.8822	0.04971718623884205
37	isolated_galaxies/m1_fg0.1/rot_45/broadband_020.fits	0	0.2	4	1	0	0	0.49351072029491394	-1.7827596028366057	2.654366201983425	-0.05111982064754961	-0.03968541045847832	0.9495	0.08388486691838604
38	isolated_galaxies/m1_fg0.1/rot_45/broadband_050.fits	0	0.49	4	1	0	0	0.5087985412217721	-1.7748934907801657	2.691714730199797	-0.05448046013653272	-0.059509287001374755	0.9482	0.08849643759526014
39	isolated_galaxies/m1_fg0.1/rot_45/broadband_005.fits	0	0.05	5	1	0	0	0.5113358229597517	-1.787303205627103	2.720053944032865	-0.05492943015338038	-0.05363876858616763	0.8819	0.0798934479754656
40	isolated_galaxies/m1_fg0.1/rot_45/broadband_010.fits	0	0.1	5	1	0	0	0.5252542930649821	-1.7826140100447148	2.681399593111876	-0.07636050994415214	-0.05795600733857099	0.9037	0.059987859895581
41	isolated_galaxies/m1_fg0.1/rot_45/broadband_020.fits	0	0.2	5	1	0	0	0.5110452742573717	-1.792934830486707	2.665124713304994	-0.07671697460697872	-0.06247766259284853	0.9517	0.09715110594291337
42	isolated_galaxies/m1_fg0.1/rot_45/broadband_040.fits	0	0.39	5	1	0	0	0.5245757060776662	-1.7755310947090481	2.7008873147879298	-0.06487331759243586	-0.054449359431532736	0.9436	0.12738209471662845
43	isolated_galaxies/m1_fg0.1/rot_45/broadband_050.fits	0	0.49	5	1	0	0	0.502183729741102	-1.7751549628924144	2.694892587817885	-0.04526950478798011	-0.04784773234697682	0.9581	0.07171487705592595
44	isolated_galaxies/m1_fg0.1/rot_45/broadband_005.fits	0	0.05	6	1	0	0	0.5080107058422402	-1.7839325793574432	2.7057909261089206	-0.0697627059277631	-0.06066307688759188	0.883	0.056310144764492795
45	isolated_galaxies/m1_fg0.1/rot_45/broadband_010.fits	0	0.1	6	1	0	0	0.5202605524942244	-1.7762732074019927	2.658876110577358	-0.06537670093044894	-0.06533286719857302	0.9105	0.05551191850527145
46	isolated_galaxies/m1_fg0.1/rot_45/broadband_020.fits	0	0.2	6	1	0	0	0.49552884153755866	-1.7765334924526628	2.672002681371187	-0.06398149210979402	-0.039966871391599566	0.9444	0.056418133022966256
47	isolated_galaxies/m1_fg0.1/rot_45/broadband_040.fits	0	0.39	6	1	0	0	0.5248475447119443	-1.776179391107303	2.6730534543807294	-0.058062046070347595	-0.08439883981836237	0.941	0.09884619702141018
48	isolated_galaxies/m1_fg0.1/rot_45/broadband_050.fits	0	0.49	6	1	0	0	0.49540626485882866	-1.7676746283129168	2.6770474696079076	-0.06422117152778452	-0.05222972527631687	0.9475	0.05808142299446839
